,taxi_id,traj_id,path,length
216,523,561,"[980893266, 980893266, 91181767, 513704711, 225847517, 1120144354, 1120144354, 502795941, 502795941, 1111713266, 1111713266]",11
217,174,1386,"[8916792, 688508126, 688508126, 688508126, 513699413, 513699413, 417392962, 741352931]",8
218,177,780,"[133856261, 133856261, 27398133, 27398133, 27398133, 1168069939, 1168069939, 1168069939, 306338105, 306338105, 306338105, 44671099]",12
219,26,682,"[224199010, 224199010, 224199010, 224199010, 224199010, 224199010, 254396708, 254396708, 254396708, 254396708, 514597916, 514597916, 514597916, 142961038, 142961038, 142961038, 142961038]",17
220,295,525,"[1160157791, 1160157790, 417393849, 414404164, 162812824, 162812824, 162812824, 162812824, 162812824, 162812824, 162812824, 162812824, 162812824, 162812824]",14
221,91,26,"[769778928, 769778928, 359898623, 359898623, 359898622, 359898622, 24335489, 24335489, 24335489, 850162153, 359898157]",11
222,388,373,"[112408725, 112408725, 112408725, 133781708, 133781708, 133781708, 133781708, 8915796, 8915796, 8915796, 225806033, 225806033, 225806033, 225806033, 399138117, 399138117, 399138117, 399138117, 399138117]",19
223,506,956,"[417396835, 763261655, 763261655, 763261246, 264874017, 264874017, 264874017, 515486318, 1120557722, 88572901, 88572901, 88572901, 1120557723, 449201857, 111547662, 111547662]",16
224,167,866,"[8918955, 8918955, 8918955, 306338105, 306338105, 1123730389, 1123730389, 1123730388, 970239611, 248628765, 248628765, 370954790, 781807338, 781807338, 797312341, 1077869055, 1077869059, 1077869059, 1077869059, 254759953]",20
225,372,700,"[87376682, 87376682, 87376682, 87376679, 406580281, 406580281, 514675663, 87376703]",8
226,368,878,"[417087295, 88572922, 493107464, 43100743, 43100743, 43100743, 111547662, 89782522, 1024537343, 225806056, 225806056, 777343790, 777343790, 225806055, 934194966, 934194966, 934194966, 86334994]",18
227,96,184,"[746808401, 84654238, 84654238, 406581247, 406581247, 968937446, 968937446, 968937446, 968937446, 84734271, 84734271, 797255352, 797255352, 797255352]",14
228,385,161,"[30758086, 30758086, 255168580, 397139368, 30758091, 437550709, 437550709, 254758118, 254758118, 254758118, 254758118, 254758118, 397098177, 414985775]",14
229,481,1010,"[981636498, 981636498, 627329159, 627329159, 772972818, 377646102, 627706100, 425516613, 425516613, 377646101, 377646101, 1035093272, 1035093273, 254448247, 254448247, 254448247, 85789165, 772766540, 739669067, 739669067]",20
230,395,826,"[397135724, 397135729, 397135729, 397135729, 397135729, 397135729, 1036844055, 27397539, 27397539, 91181760]",10
231,302,223,"[708593295, 929636329, 202317721, 26999891, 52774476, 369316285, 28413786, 123867435, 395419321]",9
232,34,12,"[397130064, 397130064, 513672261, 513672261, 184255649, 254968951, 24204340, 397117636, 397117637, 24204335, 397116182, 397116183, 437420606]",13
233,299,216,"[417389574, 417389564, 417389565, 417389569, 417389569, 417389547, 417389553, 417389544, 417389544, 417389550, 417389542, 417389551, 417393350, 417393350, 225518510]",15
234,531,450,"[706551788, 1075427349, 1075427349, 204964546, 27167926, 86289471, 86289465]",7
235,453,537,"[254982298, 254758129, 970291440, 254982297, 254982297, 254982297, 254982297, 254982297]",8
236,235,652,"[263108751, 263108751, 263108751, 263108751, 680243312, 224200971, 224199017, 224199017, 224199017, 224199017]",10
237,182,1341,"[527829963, 1120057479, 1120057479, 717319387, 717319387, 771449106, 717319386, 717320099, 717320099, 717666829, 717666829, 717666829, 717666829, 717666829, 717666829, 717666829, 717765728]",17
238,496,960,"[1030276935, 1030276935, 27054213, 27054213, 27054213, 27054213, 1126161508, 1126161508, 1126161510]",9
239,93,1294,"[514598267, 934187385, 934187385, 1019936705, 681971883, 228352012, 514598268, 27147677, 27147677, 27147677, 1024459039, 788670582, 418527416, 418527416, 1074628856, 1159780149, 694654074]",17
240,206,86,"[88597575, 88597575, 417101708, 417101708, 397146706, 397146706, 397146706, 397146706, 397146706, 254466686, 254466686, 417099330, 417099330, 8916375, 8916375]",15
241,235,522,"[254759912, 254759912, 254759912, 254759912, 254759912, 254759912, 254759912, 254759912, 254759912, 254759912, 923336427, 923336427, 306338107, 306338107]",14
242,168,229,"[769126611, 769126611, 769127106, 769127106, 769126612, 769126612, 769126612, 769126612, 769126612, 769126612]",10
243,347,1778,"[399138121, 254466689, 512283898, 512283898, 713727638, 224316516, 224316516]",7
244,88,951,"[8917594, 8917594, 8917594, 30516559, 30516559, 1105662567, 1105662566, 1105662563, 1154448535, 1154448535, 1154448535, 1154448535, 1154448535]",13
245,100,268,"[155373677, 155373677, 155373677, 155373677, 155373677, 155373677, 417962857, 417962863, 417962863, 417962863, 225516713, 225516713, 225516713, 225516713, 225516713, 225516712, 225516712, 225516712, 225516712]",19
246,400,655,"[254759933, 254759933, 254759933]",3
247,488,206,"[680402685, 397153598, 397153598, 27571801, 27571801, 27397934]",6
248,133,1380,"[546027257, 26765928, 8922002, 8922002, 8922002, 8921115]",6
249,224,924,"[1043648247, 1043648247, 513976293, 513976292, 714016923]",5
250,532,982,"[1120134470, 468204136, 513702902, 513702901, 513702901, 549859218]",6
251,164,658,"[85644934, 85644934, 514667727, 514667728, 27050837, 681758090, 27050841, 27050841, 224384021, 224384021, 85644961, 85644961, 771409385, 771409385, 527829975, 527829975, 527829975, 527829973, 527829973]",19
252,30,156,"[24444959, 483432848, 483432848, 483432848, 996695179, 996695179, 254759910, 254759910, 8916683, 8916683, 8916683, 415469052, 1053839092, 397125831, 397125837, 8922045, 415470419, 283535236]",18
253,301,176,"[26938247, 26938247, 133376103]",3
254,136,815,"[935795985, 935795986, 23875517, 23875517, 192368987, 192368987, 192368987, 192368991, 192368991, 1053842213, 1053842212, 397113426, 286505378, 286505378, 286505378, 27397317, 27397317]",17
255,447,639,"[85644959, 85644959, 85644959, 85644959, 85644959, 85644959]",6
256,186,465,"[283527464, 283527464, 283527473, 283527473, 396985371, 396985371, 255178172, 255178172, 437564097, 283527486, 283527486, 283527486, 283527486, 414372254, 414372254, 283527499, 283527499, 283527499, 396985367, 396985367]",20
257,393,1204,"[397145821, 397145821, 934261704, 934261704, 397145254, 397145254, 397145255, 397145255, 397145255, 397145255, 397145255, 408600296, 417396782, 417396782, 143617591]",15
258,380,1148,"[8920520, 8920520, 8920520, 8920520, 26937974, 26937974, 26937974, 26937974, 26937974, 26937974, 26937974, 26937974]",12
259,144,117,"[945294697, 8920734, 8920734, 680243311]",4
260,93,240,"[417087485, 88572887, 88572887, 88572887, 88572887, 88572914]",6
261,447,591,"[1111713268, 1111278016, 1111278016, 1111278016, 1111278017, 1043648247, 1043648247, 1043648247, 1043648247]",9
262,410,564,"[398903475, 398903475, 398903475, 398903475, 398903475, 398903475, 398903475, 396987786, 396987786, 742257627, 24335462, 597125502, 597125502, 133733583]",14
263,343,261,"[928370710, 931289808, 931289808, 823717559, 823717558, 4970206, 28947845, 216932393, 216932391, 216932392, 216932396, 216932378, 395577081, 395577080]",14
264,266,832,"[934194966, 934194966, 934194966, 111560680, 111560680, 51392402, 51392402, 771701157, 32954112, 32954103]",10
265,338,1047,"[397148936, 681289316, 681289316, 120256350, 120256350, 120256350, 120256350, 120256350, 417101719, 417101719, 397140312, 397140312, 397140313, 417101720, 417101720, 674494956]",16
266,6,356,"[123660736, 123660743, 397108936, 224373749, 224373749, 397108917, 397108926, 397108926, 397108942, 397108897, 397108940, 224373750, 397113777, 397113782, 397113779, 8929807]",16
267,13,450,"[598020854, 263819574, 263819574]",3
268,276,1037,"[30832504, 397144790, 397144790, 1050261012, 397144558]",5
269,258,1030,"[283527456, 283527456, 283527456, 283527452]",4
270,188,120,"[30758091, 437550709, 437550709, 254758118, 254758118, 254758118]",6
271,489,735,"[935795980, 935795982, 935795983, 935795985, 935795986, 23875517, 23875517, 192368989, 927565713, 133781855, 27028340, 27028340, 27028340]",13
272,453,1252,"[84654235, 84654235, 84654235, 84654235, 84654235, 84654235, 84654235, 225806033]",8
273,182,605,"[4970206, 28947845, 216932393, 216932391, 216932392, 216932396, 216932378, 395577081, 395577080, 216932399, 395575867, 395575866, 530288783]",13
274,78,822,"[28015825, 27167926, 86289469, 87554970]",4
275,166,636,"[588724745, 87376695, 87376695, 87376695, 87376682, 87376682]",6
276,172,199,"[513704142, 513704144, 513704144, 671189604, 30593519, 124019872, 124019859, 124019875, 124019873, 123741436, 1110028735, 839813770, 5071582, 254308549, 48101183, 48101184, 8921980]",17
277,284,1127,"[27029265, 27029265, 617990568, 617990568, 617268038, 617268038, 620200100, 620200100, 964600735, 964600735, 493107462, 493107462, 493107462, 493107462, 1124361285, 1124361285]",16
278,158,486,"[397152177, 397152177, 397152177, 397152177, 408586838, 408586838, 744435131, 744435131, 744435131, 744435131, 408586838, 408586838]",12
279,403,96,"[396939371, 420259130, 256750237, 256750237, 24334763, 286685342, 409787122, 409787122, 410019754, 410015794, 619248905, 619248905, 256750246, 256750246, 256750246, 256750246, 396948275, 396948274]",18
280,411,202,"[1111713268, 1111713268, 1111713268, 1111278016, 1111278016, 1111278016, 1111278017, 1111278015, 1111278015, 527829964, 527829964, 502795545]",12
281,174,1650,"[143617591, 143617591, 1036843940, 375744879, 375744879, 396937568, 396937568, 396937567, 513706522, 107674372]",10
282,421,1150,"[88572887, 88572914, 88572914, 88572914, 88572914, 88572914, 88572914]",7
283,366,482,"[688508137, 688508137, 85789166, 85789166, 721726242]",5
284,106,146,"[397146715, 397146715, 397146715, 397146708, 397146708, 28843615, 28843615, 28843615, 28843615, 28843615, 397146712]",11
285,83,786,"[396968571, 158468713, 99278918, 23887130, 254396715, 99687085, 23880866, 23880875, 254453306, 158468715]",10
286,212,1203,"[84733307, 84733307, 254466689, 512283898, 512283898, 713727638]",6
287,43,1093,"[254971068, 1126161509, 1126161509, 1126161509, 254466686, 254466686, 254466686]",7
288,252,756,"[88572887, 88572887, 417087485, 88572874, 1020490223, 1020490223, 1020490223, 27029263, 27029263, 766805262, 24335441, 1030297701, 1030297701, 766805266, 1030297702, 397118327, 34128773]",17
289,74,287,"[397145254, 397145255, 397145255, 397145255, 397145255, 397145255, 408600296, 417396782, 417396782, 143617591, 143617591, 1036843940, 375744879, 375744879, 396937568, 396937568, 396937567, 513706522, 107674372, 107674372]",20
290,388,464,"[27029200, 991915375]",2
291,75,450,"[204964658, 204964658]",2
292,393,853,"[1043663159, 1043663159]",2
293,493,1484,"[1108077481, 1108077481, 408591443, 408591443, 397127921, 1120503653]",6
294,497,499,"[399156531, 399156531, 399156531, 399156531, 446598001, 446598001]",6
295,378,1020,"[154648296, 154648296, 154648296, 233201264]",4
296,325,700,"[408588277, 417275907, 28518678, 28518678, 417230926, 279611139]",6
297,297,76,"[514456307, 286674169, 514456309, 514452166, 514453083, 286674806, 514449209, 286674602, 286674602, 286674602, 514442925, 514442926, 254750814, 254750814]",14
298,441,1237,"[26201738, 26201738, 26201738, 26201738, 26201738, 26201738, 26201738, 8919073, 8919073, 254982297, 254982297, 514577069]",12
299,249,795,"[87554989, 396987787, 396987787, 513962743, 513962743, 513962742, 513962742, 1021548263, 1021548263, 1021548263, 1021548263, 1021548264, 1021548264]",13
300,182,669,"[513962743, 513962742, 513962742, 1021548263, 1021548263]",5
301,369,1032,"[25815707, 25815708, 417975386, 410015138, 410015138, 420259129, 256750239, 410014669, 685947147, 396939375, 396939375, 96026494, 396939372]",13
302,247,419,"[683980320, 1117312487, 1117312487]",3
303,80,14,"[514689787, 514689787, 415306319, 415306319, 985061729, 985061729, 985061729, 985061729, 985061729, 985061729, 985061729, 985061729, 514687102]",13
304,462,1030,"[587388471, 587388471, 148847005, 148847005, 514600846, 514600846, 148874366, 254756527, 254756527, 399156531, 399156531, 399156531, 399156531, 399156531]",14
305,403,386,"[133781756, 133781756, 133781756, 133781756, 133781756, 133781756, 133781756, 133781784, 133781784, 133781784, 112408723, 112408723, 112408723, 112408723, 112408723, 112408723, 112408723, 112408723]",18
306,430,1120,"[397269728, 397269728, 397269728, 417099324, 91181774, 91181774, 1076419799, 1076419799, 8919020, 8919020, 8919020, 8919020, 417101701, 417101701, 417101712, 417101712, 88572877, 88572877, 88572877]",19
307,92,1144,"[417389583, 417389583, 417389556]",3
308,380,259,"[676714194, 676714194, 554619813, 554619813, 29480939]",5
309,79,848,"[225806033, 397101373, 482492972, 398681181, 398681181, 398681181, 398681181]",7
310,326,380,"[254308553, 254308553, 254308553, 254308553, 437964226, 437964226, 437964226, 1119577539, 254305050, 607903509, 1110263286, 417396848, 417396848, 417396848, 763261247, 763261247]",16
311,212,54,"[771410365, 766798668, 766798668, 766798668, 1120512275, 1120512275, 1120512276, 1120512276, 1120512277, 1120512277, 527857407, 527857407]",12
312,199,453,"[1081661147, 1081661147, 1081661147, 1081661147, 1081661147, 617990567, 617268036, 617268036, 617268036, 763261245, 763399932]",11
313,166,529,"[154648296, 399138117, 399138117, 399138117, 399138117, 399138117, 502795483, 502795483, 502795483, 502795544, 502795544, 502795544]",12
314,518,409,"[397130093, 397129776, 397131363]",3
315,485,141,"[514683825, 514681344, 514681344, 514681344, 985061724, 985061724, 985061724, 985061719, 985061719, 514681343, 885500679, 87559142, 514674174, 254448242]",14
316,250,256,"[717319387, 771449106, 717319386, 717320099, 717320099, 717666829, 717666829, 717666829, 717666829, 717666829, 717666829, 717666829, 717765728, 717765728, 717765727]",15
317,71,381,"[154647382, 397102584, 397102584, 397102584, 397258285, 225806030, 225806030, 225806030, 514535080, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296, 154648296]",18
318,19,1243,"[91181760, 91181760, 91181760, 100400941, 100400941, 100400941, 100400941, 100400941, 100400941, 144346316, 144346316, 144346316, 144346316, 144346316, 144346316, 144346316, 144346316, 144346316]",18
319,89,271,"[86303769, 86303769, 86303769, 86331216, 86331216, 513976293, 513976292, 714016923, 713758735, 713758735, 713758728, 713758728]",12
320,159,777,"[397141680, 88463827, 88463827]",3
321,52,1149,"[85644931, 85644931, 85644931, 417091905, 417091905, 417091905, 1047613721, 1047613721, 23876482, 85644942, 85644942, 85644942]",12
322,271,1124,"[27652259, 395418635]",2
323,524,110,"[397146706, 254466686, 254466686, 254466686, 1126161509, 1126161509, 1126161509]",7
324,145,688,"[527829964, 527829964, 502795545, 502795545, 502795545, 513977502, 513977502]",7
325,120,438,"[225516700, 85562509, 85562509, 85562509, 85562509, 85562509, 148902187, 30831508, 254759930, 85562509, 148902187, 30831508, 254759930, 85562509, 85562509]",15
326,368,909,"[88597544, 88597544, 417396858, 144489134, 144489134, 144489134, 1030287469, 1030287469, 746808414]",9
327,85,1801,"[397144265, 397144265, 1111450276, 1021093206, 397144001, 397144001, 111552058, 111552058]",8
328,414,628,"[512523366, 512523366, 746808401, 84654238, 84654238, 406581247, 406581247, 968937446, 968937446, 968937446, 968937446, 968937447, 968937447, 968937447]",14
329,82,414,"[680402691, 120256349, 120256349, 111560682, 111560682, 111560682]",6
330,56,1,"[813986023, 813986023, 813986023, 143313275, 143313275, 143313275, 134294948, 134294948, 134294948, 134294949, 134294949]",11
331,320,1573,"[255330068, 88597544, 88597544, 417396858]",4
332,16,818,"[674757876, 674757876, 674757876, 674757876, 100400946, 100400946, 91181759, 91181759, 91181759, 91181759, 91181759, 28841115, 28841115, 978462647, 978462647, 978462648, 978462646, 978462646]",18
333,226,883,"[27425658, 27425754, 396949695, 396949697]",4
334,50,404,"[27398071, 619378869, 619378869, 619378869, 254306573]",5
335,452,2169,"[397269730, 406944779, 406944779, 224316521, 224316521]",5
336,360,1589,"[254971056, 254971056, 254971056, 514407369, 514407369]",5
337,171,153,"[8919234, 1032609656, 1032609656, 185227691, 33236619, 33236619, 33236619, 1021035219]",8
338,172,1021,"[225853142, 225853142, 514412272, 396980733, 396980733]",5
339,234,440,"[513696870, 27028684, 27028684, 27028684, 27028684, 942903107, 397161355, 32929423, 514601814, 970234630, 32929419, 32929419, 133856223, 133856223, 133856223, 44671100, 44671100, 44671100, 44671100]",19
340,447,1106,"[254750821, 254750821, 254750821]",3
341,47,342,"[1018460468, 1018460468, 1120428725, 738000223, 738000223, 1117317598, 1117317598, 738000222, 738000222, 738000221, 738000221, 738000221, 738000220, 738000220, 738000219]",15
342,436,1250,"[1122268848, 1122268848, 1122268847, 1122268847, 1122268847, 1122268845, 1122268845, 1122268844, 1122268844, 1122268843, 1122268843, 1122268841, 1122268841, 1122268840, 1122268839, 1122268839, 1122268836, 1122268836, 1122268835, 1122268835]",20
343,405,863,"[706059875, 706059875, 706059875, 706059875, 706059875, 706059875, 706059875, 706059883, 706059883, 706059882, 706059882, 706059882]",12
344,326,1238,"[408575054, 397269730, 397269730, 406944779, 406944779, 224316521, 224316521, 425516647, 406944780, 91182062, 91182062, 91182062, 91182062, 91182062, 417099335, 417099335, 417099335, 417099340]",18
345,157,790,"[417975353, 52008391, 52008371, 397114731, 397114730, 417975354, 254971057, 254971057, 254971057, 254971061, 663877879, 663877879, 663877879, 663877879, 663877883, 133856225]",16
346,34,624,"[276338266, 276338266, 397097601, 397097601, 397097601, 254982298, 254982298, 254982298, 437558597, 254758130, 254758130, 437560094]",12
347,484,232,"[417087306, 8921141, 8921141, 1071635370, 1071635370, 397119705, 397119705, 88572914, 88572914, 88572914, 88572914, 88572914, 88572914, 88572914, 417087280]",15
348,372,72,"[112408724, 112408724, 112408724, 112408724, 112408724, 985061718, 985061718]",7
349,274,2002,"[255351732, 255351732, 255351732, 255351732, 255351732, 255351732, 255351732, 255351732, 255351732, 255351732, 437536799, 437536799, 565092060, 565092060, 437536799, 437536799, 255351732]",17
350,168,608,"[403877657, 933901537, 933901537, 933901537]",4
351,84,612,"[30029866, 30029866, 425516678, 706549350, 706549350, 706549350, 706549350, 446598044, 446598044, 514650997, 514650997, 30029708, 30029708, 30030100, 30030100, 30030100, 30030100, 30030100, 148846997]",19
352,282,161,"[124019859, 124019875, 124019873, 123741436]",4
353,347,1426,"[1071635370, 1071635370, 397119705, 397119705, 88572887, 88572887, 88572887, 88572887]",8
354,268,1425,"[502795545, 686246687, 686246687, 686246687, 686246694, 23866015, 86303763, 86303763, 1112250559, 1112250558, 989334074, 989334074, 989334074, 989334074, 225847522, 225847522, 225847522, 686250332, 686250332]",19
355,306,803,"[397135729, 1036844055, 27397539, 27397539, 91181760, 91181760, 91181760, 91181760, 27166466, 27166466, 27166466, 27166466, 27166466, 27166466, 27166466]",15
356,62,902,"[502795940, 502795940, 502795940, 502795940]",4
357,30,279,"[425516651, 425516651, 425516651, 598743249, 598743249, 425516653, 425516653, 425516653]",8
358,12,1037,"[397146706, 397146706, 397146706, 397146706, 254466686, 254466686, 417099330, 417099330, 619378866, 619378866, 737711010, 737711011, 254396710, 254396710, 254396710]",15
359,305,389,"[514671065, 514671065, 26938247, 26938247, 133376103, 8921175]",6
360,479,297,"[30029703, 30029703, 30029703, 30029703, 30029703, 30029703, 30029703]",7
361,485,329,"[425624293, 111586254, 111586254, 111586254, 111586254, 721174653, 28841122, 721174652, 286003244, 513676819, 397146704, 1046480747, 1046480748, 397269729, 408575054, 397269730]",16
362,444,2659,"[563864165, 619322785, 262933356, 86336710, 514406883, 514406882, 985061710, 985061710, 985061710, 985061710, 399584993, 1052595479, 1052595479, 399584994, 1052595480, 414376542]",16
363,498,272,"[801732285, 654215718, 681971886, 681971886, 512882790, 514598267, 514598267, 934187385, 934187385, 1019936705, 681971883, 681971884, 681971884, 681971884]",14
364,312,600,"[760576902, 760576902, 760576903, 760576903, 158468706, 396962022, 396962022, 396962022, 396962022, 396962025, 158468718, 396962029, 396962026, 158468719, 1011710196, 997142479, 997142478, 396968574]",18
365,30,492,"[254396708, 254396708, 254396708, 224199010, 224199010, 224199010, 224199010, 224199010, 84733302, 224199017, 225516700, 225516700, 225516700, 85562509, 85562509, 85562509, 85562509, 85562509, 85562509, 85562509]",20
366,291,150,"[513983770, 839813771]",2
367,374,710,"[1089570010, 1089570011, 1089570012, 688508136, 688508135, 688508135, 688508129, 1078706849, 700908802, 221434100]",10
368,91,1082,"[8917288, 8917288, 8917288, 27167270, 27167270, 27167302, 399138123, 399138123, 399138123, 254759928, 473325692]",11
369,158,992,"[706532923, 397144265, 397144265, 706532923, 706532923, 397144265, 397144265, 1111450276, 1021093206, 397144001, 397144001, 88572965, 88572965]",13
370,82,142,"[547206420, 547206420, 547206420, 547206420, 547206420, 547206420, 27400637, 27400637, 27400637, 27400637, 27400637]",11
371,385,256,"[682515406, 417396747, 417396747, 397097607, 397097607, 674722764, 681699527, 224384059]",8
372,175,152,"[84733307, 84733307]",2
373,165,610,"[29480941, 29480941, 514580482, 514580482, 676714181, 514580487, 514580487, 514580487, 26929832, 26929832]",10
374,375,320,"[377646102, 627706100, 425516613, 425516613, 377646101, 377646101, 1035093272]",7
375,428,894,"[30831490, 1036842274, 1036842274, 86303747, 86303747, 86303747, 1112250555, 1112250555, 1112250555, 1112250556, 86303763, 86303763, 1112250559, 1112250557, 1112250557, 1032777734, 1032777736, 1032777737, 1032777737, 1032777737]",20
376,170,552,"[1020490223, 1020490223]",2
377,79,126,"[48036602, 671189705, 48036600, 839813774, 48582245, 48037096, 123741461, 839813772, 48191417, 48101177, 254308550, 48101182, 48101173, 123741446, 123741446, 513983770, 839813771, 513983771, 124019876]",19
378,440,939,"[91181765, 525614248, 525614246, 1016783293, 1016783293, 1016783293, 1016783293, 1016783293, 91181763, 91181763, 91181763]",11
379,527,113,"[283532928, 61154525, 204965468, 204965468, 204965468, 204965468, 204965468, 204965468, 204965468, 204965468, 204965468, 204965468]",12
380,142,980,"[315825761, 315825761, 315825761, 315825761, 937907545, 937907545, 779093221, 155373685, 513595717, 8916165, 8916165, 8916165, 779092571, 417400709, 417400709, 417400709, 417400709]",17
381,433,421,"[477788518, 477788518, 417385451, 468128865, 468128865, 468128865, 468128865, 477788919, 477788922, 477788921, 477788921, 225847504, 417385444]",13
382,423,1443,"[397153595, 88597575, 88597575, 417101708, 417101708, 620169771, 620169771]",7
383,118,322,"[86331224, 86331224, 86331224, 86331242, 86331242]",5
384,121,117,"[225806031, 502795948, 446233233, 446233235, 254759928, 473325692, 473325694, 473325694, 921631726]",9
385,198,354,"[27167298, 27167298, 27167298, 27167298, 27167298, 27167298, 27167298, 87376684, 87376681, 87376691, 87376691, 87376691, 87376691, 87376691, 87376691, 87376691, 87376691, 87376691]",18
386,388,63,"[396950810, 396950816, 396948934, 158804432, 396947822, 396947819, 158804439, 158804439, 158804438, 513659775, 396947816, 224199015, 224199015, 91517994]",14
387,87,737,"[224384028, 224384028, 706536480, 397094228, 397094228, 87376675, 87376675]",7
388,303,1174,"[86289471, 86289465]",2
389,274,2276,"[34128773, 513963921, 513963921, 84654228, 742388647, 437969685, 437969685, 619979121, 619979121, 1041359986, 1041359984, 224197570, 224197570]",13
390,240,767,"[8917984, 143666208, 143666208, 143666208, 143666208, 254299125, 254299125, 254299125, 254299125, 254982299, 254982299, 254982299, 1084290107, 1084290107, 1084290108, 1084290108, 814624643, 814624643]",18
391,438,124,"[287958606, 414948593, 414948593, 414948593, 414948593, 414948593, 91181759, 91181759, 91181759, 91181759, 91181759, 100400946, 100400946, 674757876, 674757876, 674757876, 674757876, 674757876]",18
392,417,678,"[233201264, 225806029, 225806029, 225806029, 225806029, 225806029, 1111544262, 1111544262, 761313525, 761313525, 24603704, 766798670, 766798670, 502795547, 502795547, 771410365, 771410365]",17
393,516,335,"[686246698, 686246698]",2
394,513,130,"[27398071, 27398071, 27398071, 27398071, 619378869]",5
395,401,1908,"[417400769, 417400769]",2
396,208,857,"[1041357578, 1050251486, 1050251486]",3
397,430,617,"[399138119, 399138119, 417242642, 571967387, 543843588, 543843588, 543843588, 543843588, 933908414, 27029263, 27029263, 766805262, 24335441, 1030297701]",14
398,191,1177,"[395575863, 216881166, 216881160, 216881163, 216881162, 930612073, 216881164, 216881165, 5071579]",9
399,461,540,"[27166421, 27166421, 8920994, 769489484, 425516617, 425516617, 425516617, 25372932, 25372932, 25372932, 144346316]",11
400,313,463,"[8915796, 27167935, 27167935, 27167935, 27167935]",5
401,150,1326,"[1126161508, 1126161510, 1126161510, 1126161510, 620169771, 620169771, 620169771, 254971068, 254971068, 254971068, 254971068, 254396709, 254396709, 254396709, 254396709, 287958606, 287958606]",17
402,330,1261,"[467979192, 467979192, 88559691, 88559691, 88559691, 88559691, 633791726, 736359898, 736359897, 736359897, 88572877, 88572877, 8920238, 8920238, 8916933, 8916933, 666800413, 666800413, 666800413]",19
403,4,1465,"[255330035, 255330035, 255330035, 706545922, 706545922, 706545922, 706545922, 1050287140, 1050287139, 1050287139, 706545923, 706545923, 706545923, 793161110]",14
404,76,133,"[399138121, 399138121, 399138121, 398681182]",4
405,216,696,"[682152471, 8919484, 8919484, 777349722, 1060159351, 219171860]",6
406,332,969,"[1166095110, 1166095110, 1166095110, 1166095110, 397144264, 397144264, 397144264, 397144265]",8
407,356,522,"[255330050, 1170446824, 465213825, 529815282, 529815282]",5
408,143,160,"[403877657, 403877657, 933901537, 933901537, 933901537, 397115949, 397115949, 397115949, 397115944, 397115944, 397115944, 142972026, 142972026, 154648297, 514535079]",15
409,146,43,"[281967794, 281967794, 281967799, 468000214]",4
410,421,1681,"[204965468, 204965468, 204965468, 204965468, 204965468, 204965468, 204965468]",7
411,274,1061,"[91181760, 91181760, 91181760, 27166466]",4
412,284,360,"[225847519, 225847519]",2
413,92,400,"[417106781, 417106781, 417106781, 514687096, 87559115, 87559115, 87559115, 87559115, 87559115, 397079280, 397079280, 397079281, 397079281, 397079281, 397079282, 397079282, 24335460, 24335460]",18
414,479,632,"[547206420, 547206420, 84654235, 84654235, 84654235, 84654235, 84654235, 700653014, 700653014, 700653014, 700653014, 700653014, 700653014]",13
415,365,573,"[27167298, 27167298, 87376684, 87376681, 87376691, 87376691, 87376691, 87376691, 87376691, 87376691, 87376691, 47108592, 28738271, 28738271, 676568211, 563092565, 87376691, 87376691, 87376691]",19
416,216,1378,"[85562559, 85562534]",2
417,143,1708,"[417396768, 417396768, 417396768, 25758528, 25758528, 850242478, 850242478]",7
418,166,179,"[148874364, 148874364, 148874364, 148874364, 30029708, 30029708, 514650997, 514650997]",8
419,505,124,"[27570786, 27570786]",2
420,440,1066,"[254756520, 254756520, 254756520, 254756520, 254756520, 254756520, 254756520, 8916375, 8916375, 8916375]",10
421,415,333,"[930591398, 929710154, 709823676, 305729174, 217582797, 217582797, 513704142, 513704144, 513704144, 671189604, 30593519, 124019872, 124019859, 124019875, 124019873, 123741436, 1110028735]",17
422,495,209,"[769473274, 769473274, 788191789, 788191789, 788191789, 788191789, 769473276, 769473276, 254299118, 769473275, 769473275, 769473275, 769473275, 769473275, 564080579, 564080579, 564080576, 564080575]",18
423,206,294,"[8915244, 394691480]",2
424,509,363,"[419633752, 525662693, 525662693, 525662693, 1053864054, 394558807, 394558807, 394558807, 247966219, 247966219, 519082484, 784325412, 784325412, 784325413, 784325413, 784325413, 784325413, 46622497, 46622497, 8920444]",20
425,145,249,"[417099324, 91181774, 91181774, 1076419799, 1076419799, 8919020, 8919020, 8919020, 8919020, 417101701, 417101701, 682814468, 682814468, 680955153]",14
426,61,199,"[133781791, 133781706, 30758013, 476750150, 1051858362, 397139368, 30758091, 437550709, 437550709, 254758118, 254758118, 254758118, 254758118, 254758118, 397098177, 414985775, 437550708]",17
427,343,1144,"[254759913, 254759915, 254759915, 254759915, 254759915, 254759915, 254759915, 254759914, 254759914, 254759914]",10
428,236,372,"[619568405, 396937569]",2
429,358,189,"[254758114, 254758114, 674757878, 674757878, 286003244, 286003244, 8916181, 8916181, 8916181, 8916181]",10
430,405,669,"[133434960, 133434960, 133434960]",3
431,430,1040,"[706532925, 706532925, 417400734, 417400734, 706532923, 706532923, 397144265, 397144265, 1111450276, 1021093206, 397144001, 397144001, 111552058, 111552058, 111552058, 255330068, 255330068, 88597544, 88597544]",19
