,taxi_id,traj_id,path,length
432,428,1018,"[1020490223, 1020490223, 1020490223, 88572874, 417087485, 88572887, 88572887, 88572887, 88572887, 88572914, 88572914, 88572914, 88572914, 88572914, 88572914, 88572914, 417087280, 417087280, 417087295, 88572922]",20
433,531,1377,"[437964226, 254308553, 254308553, 254308553, 254308553, 254308553, 254308553, 514593148, 514593148, 8918874, 27660104, 617730087, 123867419, 123867417, 48570005, 48570005, 48570003, 394691482, 525559719]",19
434,341,1562,"[85562500, 620205316, 620205316, 417091875, 417091875, 1058402957, 1058402957]",7
435,346,365,"[689603983, 395804914, 1065793153, 395804685, 395804685, 159766611, 159766611, 619568401, 681660472, 681660472, 417390893, 243834647, 243834647, 243834647, 514550021, 514550014, 514550014]",17
436,69,392,"[38855344, 38855344, 38855344, 38855344, 38855344, 681667054, 512267983, 38855347, 370279632, 256787738, 512289869, 26788010, 743690647, 38853582, 41014836]",15
437,5,1171,"[204964839, 204964839, 361622905, 228339825, 228339825, 417087433, 944144235, 417087426, 224197569, 224197569, 224197569, 514906781]",12
438,433,79,"[263819574, 263819574, 598020854, 598020854, 598020855]",5
439,417,1038,"[1112271468, 1112271470, 797255352, 797255352, 797255352, 1032777739, 440486297, 440486297, 1032777740, 968937448]",10
440,360,901,"[761313525, 761313525, 24603704, 766798670, 766798670, 502795547, 502795547, 144489137, 144489137]",9
441,82,93,"[306338109, 306338109, 306338109, 306338109, 306338109, 1021548265, 1021548265, 306338108, 306338108, 306338108, 306338108, 306338108, 306338108, 306338108, 306338108, 306338108, 306338108]",17
442,414,1383,"[513676821, 91182062, 91182062, 91182062, 91182062, 91182062, 417099335, 417099335, 417099335]",9
443,356,739,"[1021548263, 1021548264, 1021548264, 1021548264, 306338109, 306338109, 306338109, 306338109, 306338109, 306338109, 1021548265, 1021548265, 306338108, 306338108, 306338108, 306338108]",16
444,87,1182,"[91181760, 91181760, 91181760, 91181760, 674757876, 674757876, 674757876, 674757876, 674757876, 100400946, 100400946, 91181759, 91181759, 91181759, 91181759]",15
445,484,1037,"[1121644083, 488350036, 488350036, 488350036, 488350036, 860937368, 493107463, 493107463, 417087280, 417087280, 417087295, 88572922, 493107464, 417087285, 415520894, 681928621]",16
446,429,402,"[676691670, 8921413, 681971907, 406722499, 406722499, 406722499, 512874166, 417087440, 681971904, 255330050, 1170446824, 465213825, 529815282, 529815282, 160325579, 1170446826, 202317710]",17
447,88,513,"[679078807, 679078807, 679078833, 679078833, 679078833, 679078803, 679078803]",7
448,362,478,"[417396806, 417396806, 143617593, 706547162]",4
449,266,816,"[397146707, 1041351162, 329596844, 329596844, 329596844, 329596844, 329596844, 329596844, 329596844, 674757877, 674757877, 502795940, 502795940, 502795940, 502795940, 502795940, 502795940, 502795940]",18
450,364,553,"[769126612, 769126612]",2
451,390,592,"[254466686, 254466686]",2
452,445,1532,"[468128865, 468128865, 468128865, 477788919, 477788922, 477788921, 477788921, 225847504, 417385444, 225847506, 417385463, 468128864, 468128864, 27239380, 499940851]",15
453,105,105,"[148847005, 514600846, 514600846, 148874366, 254756527, 254756527, 706531342, 706531342, 706531343]",9
454,198,312,"[777349734, 777349734, 399156530, 399156530, 399156530, 682030988, 682030988, 283516316, 1041093693, 417099320, 417099320, 24335489, 24335489, 24335489, 850162153, 359898157, 359898157, 443021969, 443021969, 850162154]",20
455,168,724,"[364480069, 364480069, 468204140, 468204140, 513703278, 513703278]",6
456,256,1355,"[85562522, 85562522, 85562522, 1121693209, 85562572, 85562507]",6
457,64,767,"[396945236, 682475682, 682475682, 27145438, 682475683, 682475683, 532065713, 681809674, 513705406, 255330047, 255330047, 396945238, 396945238, 396945238]",14
458,184,513,"[397119705, 1112220490, 1112220490, 1112220490, 1112220490, 417087312, 417087312, 1112220493, 417087300, 417087300]",10
459,339,795,"[254758131, 254758132, 254758132, 254758132, 254758132, 1050261012, 397144558, 397144558, 513701211, 513701211]",10
460,406,1130,"[85789166, 688508137, 688508137, 739669067]",4
461,212,134,"[514606955, 965830306, 965830306, 437753099, 286646570, 514460031, 514460031, 396973793, 406944781, 8917120, 415785129, 133856250]",12
462,468,280,"[286674602, 514449209, 286674806, 514453083, 514452165, 514452165, 514452165, 895163715, 417389562]",9
463,346,155,"[31487932, 309010731, 309010737, 31487916, 31487917, 306788549, 286465213, 467626517, 467626518, 777416944]",10
464,414,138,"[8941384, 8941384, 8941384, 8941384, 8941384]",5
465,321,488,"[144346316, 144346316, 144346316, 144346316, 144346316, 144346316, 144346316]",7
466,151,1292,"[1111695244, 1111695244, 87297164, 87297164]",4
467,162,1040,"[283523322, 514631364, 514631364, 283523320, 397074756, 397074756, 674862557, 674862557, 32395974, 417385466]",10
468,235,390,"[736367665, 736367665, 1051856607, 1051856606, 1051856606, 850242477, 850242477, 850242477]",8
469,320,679,"[1111695244, 26938417, 26938418, 26938418, 26938418, 26938418, 26938418, 26938418, 26938418, 26938418, 26938418, 770522136]",12
470,176,532,"[766116624, 766116624, 133733590, 766116625, 766116625, 8918656, 8918656, 8918656, 328876706, 328876706, 328876706, 328876706, 328876706, 111552058, 255330068, 255330068, 88597544, 736374827]",18
471,496,1005,"[513971227, 142961031, 142961031, 142961031, 527829963, 527829963]",6
472,509,414,"[513704144, 513704144, 671189604, 30593519, 124019872, 124019859, 124019875, 124019873, 123741436, 1110028735]",10
473,73,64,"[133781756, 133781756]",2
474,292,387,"[766805266, 1030297702, 397118327, 34128766, 8917348, 8917348, 1050208375, 515493941, 515493941, 8917349, 8917349, 406722501, 406722501]",13
475,36,598,"[154647384, 682004787, 38095939, 38095939, 38095939, 38095939, 8917349, 8917349, 406722501, 406722501, 406722501, 25371417, 406722500, 185227687, 185227691, 33236619, 33236619]",17
476,323,1,"[27028360, 254758137, 254758137, 254758137, 133434960, 133434960, 133434960, 133434960, 133434960, 133434960, 133434960, 133434960, 133434960, 27028511]",14
477,196,215,"[8920510, 110800914, 224384036, 224384036, 225847536, 225847536, 224384037, 224384037, 224384038, 224384038, 224384038, 224384038, 224384038, 8917437, 46272291]",15
478,60,45,"[1079771014, 1079771010, 1079771013, 816104685, 816104685, 816104685, 607903509, 254305050, 1119577539, 437964226, 437964226, 437964226, 254308548, 254308548, 254308548, 254308548, 254308548, 513705407]",18
479,364,803,"[225806056, 225806056, 777343790, 777343790, 225806055, 934194966, 934194966, 934194966]",8
480,303,647,"[254756520, 254756520, 8916375, 8916375, 8916375, 512984873]",6
481,393,1385,"[417099335, 417099335, 417099340]",3
482,274,572,"[84654235, 84654235, 84654235, 84654235, 84654235, 225806033, 225806033, 225806033, 225806033, 225806033, 225806033, 225806033, 8915796, 8915796, 8915796, 133781708, 133781708, 133781708, 133781708]",19
483,141,245,"[158804434, 158804444, 158804444, 396950811, 8919450, 396950803, 158804437, 158804447, 396950799, 396950807, 396950798, 396950805, 158804435, 396959350]",14
484,227,160,"[533053745, 533053745, 533053745, 85562579, 91190527, 91190527, 254297752]",7
485,163,826,"[706543959, 341016816, 706543958, 706543958, 397085179, 397085199, 397085199, 513954771, 397085195, 397228745, 513956099, 513956099, 27028275, 27028275, 133781786, 133781786, 133781786, 133781786, 204964839]",19
486,256,799,"[513704344, 254305050, 1119577539, 437964226, 437964226, 437964226, 254308553, 254308553, 254308553, 254308553, 254308553, 254308553, 514593148, 514593148, 8918874]",15
487,366,285,"[396968574, 396968569, 396968568, 158468717, 396968566, 396968566, 396968566]",7
488,284,1497,"[396973462, 396973462]",2
489,300,1248,"[48191417, 48101177, 254308550, 48101182, 48101173, 123741446, 123741446, 513983770, 839813771, 513983771, 124019876, 124019874, 931324852, 124019870, 124019871, 217582796, 678254399]",17
490,395,473,"[468205098, 468205098]",2
491,42,188,"[8919006, 34128773, 513963921, 513963921, 84654228, 742388647, 397116935, 397116935, 397116935, 801301150, 801301150, 801301150, 527857425, 527857425, 527857425]",15
492,351,1490,"[502795544, 502795544, 502795946, 502795946, 502795946, 502795946, 502795946, 502795946, 502795946, 502795946]",10
493,136,442,"[620169771, 620169771, 620169771, 620169771, 620169771, 224316527, 224316527]",7
494,163,792,"[27397539, 27397539, 91181760, 91181760, 91181760, 91181760, 674757876, 674757876, 674757876, 674757876, 674757876, 100400946, 100400946, 91181759, 91181759]",15
495,517,1065,"[989334074, 30832489, 30832489, 225847513]",4
496,334,678,"[583791567, 705880213, 705880212, 583791566, 1160430519, 1160430520, 721622949, 721622950, 124952141, 124952140, 514310892, 514310893]",12
497,300,1032,"[527829981, 85644911, 85644911, 417094183, 1071595560, 1071595560, 527857394, 527857394]",8
498,25,1419,"[216932396, 216932378, 395577081, 395577080, 216932399, 395575867, 395575866, 530288783, 75207733, 619248864, 392505483]",11
499,149,121,"[123867419, 123867417, 48570005, 48570005, 48570003, 930251366, 930251366, 495831133, 983283669, 27652088]",10
500,341,1045,"[620169771, 254971068, 254971068, 254971068, 254971068, 1126161509, 1126161509, 1126161509, 254466686, 254466686, 254466686, 254466686, 254466686, 417099330, 417099330, 8916375, 8916375, 8916375, 224199013, 224199013]",20
501,381,1554,"[224384009, 224384009, 224384009, 224384009]",4
502,500,376,"[225806055, 934194966]",2
503,101,299,"[717618720, 717618720, 718499266, 717618719, 717666275, 717666275, 717666274, 398677930, 27043603, 85644912, 85644912, 85644912, 85644912, 85644946, 85644946, 27043588, 27043588, 27050839]",18
504,73,523,"[417087338, 84733309, 84733309, 483026640, 414374878, 414374878, 8919251, 398846302, 398846305, 84733296, 84733296, 84733287, 84733287, 23880808, 23880808, 1050293955, 397082296, 397082296, 417106087, 84733316]",20
505,73,1030,"[396985971, 396985967, 225432459, 225432459, 225432458, 225432460, 225432460, 417107318, 997108673, 997108673]",10
506,29,893,"[396985506, 85562559, 85562534, 85562534, 1059871311]",5
507,189,378,"[619590729, 680243316, 475253856, 681660476, 254466687]",5
508,399,755,"[43759509, 43759510, 30636604, 30636603, 939721747, 513671311, 513671312, 689603988, 23995546, 8940782, 123867343, 619289208, 35869651, 395233036, 35869649, 619310219]",16
509,6,1082,"[905752943, 905752944, 395622940, 41015123]",4
510,168,112,"[502795545, 502795545, 502795545, 513977502, 513977502, 513977502, 513977501, 513977501, 513977501, 968937454, 968937454]",11
511,469,1127,"[44671102, 254759967, 437751146, 437751146, 437751146, 437751146, 437751146, 505810745, 505810745, 8920577, 8920577, 8920577, 27092627, 27092627]",14
512,243,1523,"[88572881, 88572881, 397153595, 397153595, 88597575, 88597575, 417101708, 417101708, 620169771, 620169771, 620169771, 620169771, 620169771, 620169771]",14
513,375,1403,"[1018460469, 1018460469, 87559150, 133856261, 133856261, 27398133, 27398133, 27398133, 994909756, 994909756, 994909756, 417979723]",12
514,79,1606,"[513702332, 680820472, 255168046, 255168046, 617990574, 1111974546, 1111974546, 736367666]",8
515,303,495,"[775125159, 228350410, 681971889]",3
516,495,454,"[968937449, 417101716, 667569398, 84654238, 84654238, 406581247, 406581247, 968937446, 968937446, 968937446, 968937446, 84734271, 84734271, 1112271469, 1062095136, 461017935, 406581245, 406581246]",18
517,196,309,"[8919234, 1032609656, 1032609656, 185227691, 33236619, 33236619, 33236619]",7
518,525,1031,"[328876706, 111552058, 255330068, 255330068, 88597544, 88597544, 417396858, 144489134, 144489134, 144489134, 1030287469, 1030287469, 290080810, 290080810, 290080810, 981636498, 981636498, 981636498]",18
519,374,276,"[527857414, 527857414, 527857410, 527857410, 527857410, 766798666, 766798666, 771410365]",8
520,91,464,"[738000215, 32121422, 32121422, 32121422, 32121422, 32121422]",6
521,311,2819,"[1030297701, 1030297701, 766805266, 1030297702, 397118327, 34128766, 8917348]",7
522,519,1389,"[985061726, 514685520, 514685520, 514685521, 514685521, 514685521, 87559115, 87559115, 87559115, 87559115, 87559115, 397079280, 397079280, 397079281, 397079281, 397079281, 397079282]",17
523,95,1392,"[27167515, 99278924, 99278924, 99278924, 99278924, 99278924, 99278924, 99278924]",8
524,484,463,"[675862895, 675862895, 770016877, 770016877, 525564024, 525564024, 680402684, 680402683, 143617589, 143617589, 143617589, 682475680, 682475681, 682475681, 682475681, 682453637]",16
525,282,314,"[1059508735, 935446479, 935446479, 935446479, 620169772, 417396768, 417396768, 417396768, 417396768, 254299142]",10
526,400,82,"[396945235, 396945235, 396945235, 513707473, 513707473, 133735130, 133735130, 1136910960, 1136910960, 1136910960, 437913409, 437913409]",12
527,60,144,"[396954103, 107288548, 107288548, 417386917, 417386917, 417386909, 417386909, 417386909, 417386936, 417386941, 417386923, 417386929]",12
528,159,689,"[27166466, 27166466, 27166466, 254297761, 254297761, 254297761, 254297761, 254297761, 968937449, 417101716, 417101714]",11
529,182,509,"[686250333, 473325693, 473325693, 408591454, 408591454, 27167270, 27167270, 27167270, 397144576, 397144576, 417087467, 133781759, 781828829, 781828829, 399144608, 399144608, 706533479, 408600297, 408600297, 502795946]",20
530,117,454,"[598020854, 598020854, 263819574, 263819574, 598020853, 598020853, 87376703, 87376703, 514675663, 406580281, 406580281]",11
531,233,185,"[776856242, 417315293, 417315293, 415301468, 415301468, 545978617, 397077537, 397077537, 406582610, 406582612, 406582612, 437962966, 437962966, 26938799, 26938799, 26938799, 515461616, 515461616]",18
532,418,188,"[417087368, 91181769, 91181769]",3
533,6,970,"[839813771, 513983771, 124019876, 124019874, 931324852, 124019870]",6
534,513,79,"[514667745, 26938354, 514669003, 514669003, 85644944, 85644944, 87297166, 26938250, 8921173]",9
535,179,742,"[417099340, 397094227, 397094227, 408572568, 408572568, 91185877, 416878315, 416878315, 30030101, 30030101, 87376669, 87376669, 416877246, 517260065, 517260065, 48211487]",16
536,62,390,"[396962024, 762957920, 158468957]",3
537,337,839,"[224199018, 224199018, 254756520, 254756520, 254756520]",5
538,307,192,"[329596844, 329596844, 674757877, 674757877]",4
539,146,44,"[85562596, 85562583, 85562583, 85562503, 85562585, 85562585, 85562604, 85562541, 85562541, 85562541, 85562490]",11
540,230,192,"[254299113, 254299113, 706550133]",3
541,17,1231,"[712555565, 277480424, 277480424, 742976231, 742976231, 254448247, 254448247, 254448247, 85789165, 772766540, 739669067, 739669067, 688508137, 688508137, 85789166, 85789166, 721726242]",17
542,50,889,"[468128865, 468128865, 468128865, 468128865, 417385451]",5
543,84,1216,"[617268036, 617268036, 763261245, 763399932, 763261654, 763397885, 763398595, 617268039, 763398594, 763397882, 763261248, 564272094, 564272094, 564272094, 617990592, 763261247, 417396848]",17
544,72,309,"[515611953, 396959904, 396959900, 396959900, 396959903, 396959898, 396959898, 158468954, 158468954, 158468960, 158468960, 396959901, 396959902]",13
545,225,207,"[1064350475, 617268040, 617268040, 408591443, 408591443, 397127921]",6
546,196,440,"[91181771, 91181771, 111050389, 111050389, 111050389, 111050389, 111050389, 620200099, 620200099, 493107462, 493107462, 493107462, 493107462, 1124361285, 1124361285, 419633753, 419633753, 973569518]",18
547,88,372,"[30029708, 30029708, 514650997, 514650997, 446598044, 446598044, 30029866, 30029866, 30029866, 30029866, 513696612, 1060535959, 397060742, 397060742, 408600375]",15
548,407,849,"[25315699, 25315699, 25315699, 25315699, 25315699, 25315699]",6
549,63,2943,"[224197570, 767943720, 767943720, 682004790, 682004790, 415292674, 415292674, 415292674, 417087417, 133781788, 133781786, 133781786, 133781786, 133781786, 27028275, 27028275, 513956099, 513956099]",18
550,35,262,"[283535239, 283535239, 283535239, 8922045, 415470419, 283535236, 513698622, 397125828, 397125828, 397125829, 397125834, 397125834, 397125830, 397125830, 397125838, 397125839, 397125839, 397125835, 417392979, 397125840]",20
551,248,64,"[22277701, 27659857, 394443193, 1122562434, 27432750, 27669012, 514593148, 514593148, 254308553, 254308553, 254308553, 254308553]",12
552,359,323,"[399138121, 399138121, 398681182, 398681182, 964505265, 985061716]",6
553,75,250,"[286493661, 286493661, 286493661, 286493661, 286493661, 286493661, 286493661, 286492456, 571897730, 27613593, 27613594, 286489241, 8916198, 8916198, 8916198, 8916198, 254968941]",17
554,182,138,"[254759957, 254759957, 254759957]",3
555,155,424,"[692556279, 564967449, 564967448, 564967447, 8916198, 286489241, 27613594, 27613593, 571897730, 286492456, 286493661]",11
556,145,422,"[255351719, 255351719, 29480947, 29480947, 29480947, 29480947, 29480947, 29480947, 29480947, 29480946, 564330007, 564330007, 564330009, 564330005, 8921220, 8921220, 554637510, 8916562]",18
557,131,1325,"[396968576, 1060517529, 158468716, 396968572, 396968567, 396968567, 396961254, 396961261, 158468720, 1011710195, 396961260]",11
558,356,300,"[395575867, 395575866, 530288783, 75207733, 619248864, 392505483, 8921109, 510749604, 27107273]",9
559,297,977,"[769783926, 1120695897, 1120695897, 1122010075, 1122010075]",5
560,377,373,"[564289036, 564289035, 564289035, 1077869059, 1077869055, 797312341, 797312340, 797312340, 781807337, 781807337]",10
561,326,424,"[417396858, 417166168, 417166168, 770023605, 224316520, 224316520, 406944778, 254297759, 254297759, 1111706290, 397269729, 408575054, 397269730, 397269730, 406944779]",15
562,32,865,"[682326886, 682326886, 919204679, 919204679, 919204679, 919204679, 919204678, 919204678, 919204678, 91011088, 91011088, 91011088, 91011088, 91011088, 91011088, 91011088, 91011088]",17
563,235,1320,"[175507524, 742702373, 175507523, 1111954648, 417101699, 417101699, 91181770, 91181770, 91181770, 408600295, 408600295, 513707472, 513707472]",13
564,318,903,"[88572932, 88572932, 449201857, 111547662, 111547662, 111547662, 26938124, 26938124, 1039057816, 1053810141, 686250327, 686250327, 686250329, 686250329]",14
565,92,959,"[133376114, 133376114, 133376114, 24335485, 24335485, 24335485, 24335485, 397135720]",8
566,310,1645,"[91181771, 91181771, 91181771, 91181771, 91181771, 91181771, 91181771, 417087368, 91181769, 91181769, 91181769, 88572943, 88572943, 88572943, 619568403, 619568403, 530038011, 571428733]",18
567,272,420,"[417101714, 667569395, 417947135, 417947134, 417101713, 417101713, 111586257, 111586257, 28841123, 28841123, 1111952306, 224316520, 224316520, 406944778, 254297759]",15
568,384,1093,"[26938867, 26938867, 26938867, 85644923]",4
569,321,87,"[527857399, 527857397, 527857397, 527857397, 527829976, 527829976, 527829976, 527857393, 527857393, 527857393, 527857393]",11
570,526,754,"[513655806, 513655806, 417099357, 417099357, 997431148, 620169773, 997431150]",7
571,283,59,"[1077590197, 204965181, 417087450, 417087450, 417087450, 617276403, 681971909, 681971909, 681971909, 1041364566, 8917489]",11
572,252,683,"[228339825, 228339825, 417087433, 688337288, 154647381, 154647381, 154647382, 154647382, 154647382, 154647382, 154647382, 397102584, 397102584]",13
573,52,1241,"[513676819, 397146704, 1046480747, 1046480748, 397269729, 408575054, 397269730, 397269730, 406944779, 406944779, 224316521, 224316521, 425516647, 406944780, 91182062, 91182062, 91182062]",17
574,137,1448,"[89814885, 225808856, 89814889, 89814889, 414165637, 414165637, 516117192, 516117192]",8
575,45,53,"[162931810, 162931810, 256787755, 256787755, 256787755, 256787755, 256787755, 256787755]",8
576,321,1320,"[930652030, 6326531, 41168573, 41168574, 406944322, 424128104, 202577488, 202577488, 416196592, 416196592, 416196592, 416196590, 30013251, 30013251, 30013251, 416196591, 416196591, 394159818]",18
577,61,448,"[682762588, 770016877, 770016877, 525564024, 525564024, 680402684, 680402683, 143617589, 143617589, 143617589, 682475680, 682475681, 682475681, 682475681, 396945235, 396945235, 396945235, 513707473, 513707473, 133735130]",20
578,372,1379,"[397116935, 397116935]",2
579,422,1491,"[516061744, 516061744, 27167281, 27167281, 688508134, 688508134, 688508133, 688508133, 700908802, 221434104, 738335922]",11
580,297,990,"[255168048, 255168048, 255168048, 143666208, 143666208, 497230789, 497230789]",7
581,6,760,"[89802415, 89802439, 89802442, 89802442, 89802430, 89802407, 89802434, 437435584, 89802405, 89802405, 544456548, 544456548, 544456548]",13
582,91,953,"[87554989, 87554989, 87554989, 87554989, 87554989, 87554989, 396987787, 396987787, 513962743]",9
583,105,450,"[91182062, 91182062, 91182062, 91182062, 91182062, 417099335]",6
584,74,675,"[514527342, 85562596, 85562596, 85562596, 85562583, 85562583, 85562503, 85562585, 85562585, 85562604, 619568433, 619568432, 85644939, 85644939, 85644939, 85644939]",16
585,379,1106,"[225806029, 225806029, 1111544262, 1111544262, 761313525, 761313525, 24603704, 766798670, 766798670, 502795547, 502795547, 144489137, 144489137, 1057808746, 766798669, 1057808747]",16
586,396,576,"[8918656, 328876704, 736374827, 736374827, 1120283629, 1120283629]",6
587,524,439,"[706551787, 706551787, 505747780, 505747780, 505747780, 706551789, 779335993, 779335993, 779335064, 706551788, 706551788]",11
588,326,1333,"[88572932, 88572932, 88572932, 122498865, 26938124, 26938124, 1039057816, 1053810141, 686250326, 686250326, 1053826376, 1112271465, 1112271466, 1112271467, 254758131, 254758131, 254758131]",17
589,509,919,"[437559563, 437559563, 8916452, 8916452, 8916452, 8916452, 254968950, 254968950, 254968950, 254968950, 254968950]",11
590,19,1851,"[225853139, 225853139, 225853139, 225853139, 133781714, 133781714, 133781712, 26988058, 397101373, 482492972, 398681181]",11
591,232,155,"[111547662, 26938124, 26938124, 1039057816, 1053810141, 686250326, 686250326, 1053826376, 1112271465]",9
592,84,1180,"[706543957, 706543957, 706543957, 706543957, 254759969, 254759969, 254759969, 254759969, 254759969, 254759968, 254759968, 254759968, 1043462454, 1043462454, 1043462454, 1043462454, 1043462454]",17
593,327,1635,"[28015825, 27167926, 86289471]",3
594,225,502,"[514650997, 30029708, 30029708, 30030100, 30030100]",5
595,301,7,"[85562592, 85562514, 85562514, 563059731, 563059733, 563059732, 85562494, 85562494]",8
596,353,960,"[148874366, 254756527, 254756527, 399156531]",4
597,5,1361,"[44671097, 44671097]",2
598,428,635,"[417101708, 417101708, 620169771]",3
599,155,295,"[27613585, 27613585, 27613586, 27613586, 27613586, 27613586, 27613586, 27613586, 27613586, 27613586, 8917593]",11
600,237,798,"[406582612, 406582612, 406582610, 397077537, 397077537, 545978619, 398675756, 398675756, 398675756, 514689787, 514689787, 415306319, 415306319, 985061729, 985061729, 985061729, 985061729, 985061729, 985061729]",19
601,337,1620,"[8918842, 8918842, 359267151, 359267151, 1120283630, 88572965, 88572965, 111560679]",8
602,20,385,"[502795483, 502795483, 502795483]",3
603,413,750,"[84654235, 84654235, 84654235, 84654235, 84654235, 84654235, 84654235, 84654235, 84654235, 84654235, 225806033, 225806033, 225806033, 225806033, 225806033, 225806033, 225806033]",17
604,447,1381,"[38853045, 38853045, 38853045, 38853045, 38853045, 38853045, 38853045, 38853045, 38853045]",9
605,21,132,"[133781714, 133781714, 225853136, 225853136, 225853136, 225853136, 225853136, 225853136, 30832402, 30832402, 24603666, 24603666, 24603666, 468441206, 468441206]",15
606,522,306,"[1111713268, 1111278016, 1111278016, 1111278016, 1111278017]",5
607,157,1585,"[562991082, 562991082, 8919519, 8919519, 91185861, 91185861, 91185861, 27570802, 27570802, 27570802, 27570802, 27570802, 27570802, 27570802, 27570802]",15
608,144,361,"[48570003, 930251366, 930251366, 495831133, 983283669, 27652088, 23925246, 27614705, 27614593, 123867418, 123867422, 123867420, 123867420, 31487922, 31487923, 123867421, 939368765, 939734644, 395806664, 8915382]",20
609,272,1023,"[254297764, 254297764, 721174655, 721174653, 111586254, 111586254, 111586254, 111586254, 28841123]",9
610,420,1162,"[87554989, 87554989]",2
611,156,536,"[123741446, 123741446, 513983770, 839813771, 513983771, 124019876, 124019874, 931324852, 124019870, 124019871, 217582796, 678254399]",12
612,162,751,"[254306573, 254306573, 254306573, 254306573, 254306573, 254306573, 514491586, 84654235, 84654235, 84654235]",10
613,230,190,"[769990217, 769990216, 769990216, 769990216, 769990216, 255330069, 681676491, 681676491, 681295116, 681295116]",10
614,333,239,"[417400699, 417400699, 1120695889, 1120695889, 247966218, 247966218, 247966218, 247966218, 247966218, 247966218, 417400703, 417400703, 417400701, 417400701, 784325413, 784325413, 784325413, 784325413]",18
615,45,83,"[417389544, 417389544, 417389550, 417389542, 417389551, 417393350, 417393350, 225518510, 397098947, 397098947, 397098950]",11
616,162,562,"[676714189, 676714189, 676714189, 676883991, 676883991, 216018285, 675273813, 8917433, 8917433, 133781717, 133781717, 26765619, 26765619, 26765619, 8918884, 8918884]",16
617,418,667,"[619568416, 147010716, 147010716, 147010716, 133743837, 8916853, 8916853, 133434960, 133434960, 133434960, 254758137, 254758137, 32930020, 26943537, 26943537, 26943537, 26943537, 26943549, 414404163, 8919899]",20
618,254,924,"[968937451, 968937451, 397135729, 397135729, 397135729, 397135729, 397135729, 1036844055, 27397539, 27397539, 27166421, 27166421, 27166421, 27166421, 27166421, 27166421, 27166421, 27166421, 27166421]",19
619,432,368,"[306338109, 306338109]",2
620,130,202,"[87554989, 87554989, 87554989]",3
621,109,518,"[771447625, 771447625, 527829953, 527829953, 527829953, 771447982, 771447982, 771447982, 766798667, 766798667, 513870421, 513870421, 766798665, 766798665, 766798665, 771447912, 771447912, 771447912, 771447912]",19
622,54,520,"[514479287, 285979101, 514479282, 772926388, 514488600, 945294694, 945294694, 970291492, 635235528, 514488598, 514488598, 286676859, 286676859]",13
623,78,822,"[8919006, 34128773, 513963921, 513963921, 84654228, 742388647, 397116935, 397116935, 397116935, 801301150, 801301150, 801301150]",12
624,142,43,"[513703884, 513703884]",2
625,316,1264,"[27166466, 254297761, 254297761, 254297761, 254297761, 254297761, 968937448, 968937448, 968937448, 968937447, 968937447, 968937447, 968937447, 968937447, 254758128, 254758128, 1035093273, 742976231, 742976231]",19
626,405,1521,"[681183502, 681183502, 29023785, 29023785, 397146713, 397146713, 28841117]",7
627,416,820,"[761313525, 761313525, 1120051154, 1120051153, 1120051153, 1111713268, 1111713268, 1111713268, 1111713268, 1111713268, 1111713268, 1111278016, 1111278016, 1111278016, 1111278017, 1043648247, 1043648247]",17
628,165,429,"[1110028735, 839813770, 5071582, 254308549, 48101183, 48101184, 8921980, 48101169, 48191415, 839813773, 8915572, 27652259, 395418635, 48582272, 514417090, 495831132, 61540061, 123867456, 948053614]",19
629,231,28,"[706549349, 30029846, 30029846, 775083030, 775083030]",5
630,153,686,"[397145254, 397145255, 397145255, 397145255, 397145255, 397145255, 408600296, 417396782, 417396782, 8915151, 31609103, 876616474, 845978827]",13
631,435,656,"[228339825, 228339825, 417087433, 688337288, 154647381, 154647381, 154647382, 154647382, 154647382, 154647382, 154647382, 397102584, 397102584, 397102584, 397258285, 225806030, 225806030, 225806030]",18
632,144,117,"[217582796, 678254399, 821431419, 821431420, 678254398, 671189603, 123692699, 216932394, 928370710, 931289808, 931289808, 823717559, 823717558, 4970206, 28947845, 216932393, 216932391]",17
633,229,271,"[111550911, 111550911, 111550911, 681699528, 681699528, 417396747, 417396747, 682515406, 1125204814, 1125204814, 1122010075, 1122010075, 88559680, 88559680, 88559680, 88559680, 88559680, 88559680]",18
634,242,128,"[415491128, 415491128, 415491128, 133735879, 513726809, 513726809, 513726809, 682326886, 682326886, 682326886, 919204679, 919204679, 919204679, 254750820, 254750820, 254750820, 254750820, 254750820, 254750820, 254750820]",20
635,511,802,"[255330047, 396945238, 396945238, 396945238, 30454437, 30454437, 617730086, 394691482, 525559719, 8915227, 8915656, 183198770]",12
636,414,804,"[417391868, 261517389, 261517389, 417391860, 417391860, 417391860, 417391860]",7
637,402,298,"[38855001, 38855001, 38855001, 38855001, 38855001, 1135380280, 1135380280, 512267983, 38855347, 370279632, 256787738, 512289869, 26788010]",13
638,406,731,"[397270779, 397270776, 397270776, 27041554, 27041554, 27041554, 397270390, 397270390, 8922234, 8922234, 8922234, 397270024, 397270024, 674490157, 674490157, 674490157, 417400766]",17
639,44,341,"[620169771, 397269728, 397269728, 397269728, 397269728, 397269728, 397269728, 417099324, 91181774, 91181774]",10
640,48,691,"[27398032, 27398032, 467630604, 673993776, 673993776, 673985189, 673985189, 673985189, 397097611, 397097611, 397097611, 255330038, 255330038, 255330038, 417400768, 417400768, 417400765]",17
