name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
san francisco california,2008-05-18T00:00:00,12.4,12.4,10.4,87.29,0,0,,0,0,,16.1,289,1017.7,37.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T01:00:00,12,12,10.4,89.79,0,0,,0,0,,16.2,288,1017.7,37.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T02:00:00,12,12,10.3,89.75,0,0,,0,0,,11.9,289,1017.3,37.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T03:00:00,11.7,11.7,10.3,91.18,0,0,,0,0,,12.2,294,1017,37.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T04:00:00,11.6,11.6,10.3,91.37,0,0,,0,0,,16.4,294,1017.2,65.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T05:00:00,11.5,11.5,10.2,91.79,0,0,,0,0,,20,295,1017.4,65.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T06:00:00,11.3,11.3,10,91.83,0,0,,0,0,,14,290,1017.7,69.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T07:00:00,11.6,11.6,10.1,90.36,0,0,,0,0,,10.5,300,1017.9,72.9,14.6,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T08:00:00,12.2,12.2,10.1,86.74,0,0,,0,0,,11.7,295,1018,58.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T09:00:00,13.6,13.6,10.3,80.43,0,0,,0,0,,9.5,305,1018,37.2,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T10:00:00,15.6,15.6,10.9,73.59,0,0,,0,0,,6.8,319,1017.7,31.3,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T11:00:00,16.3,16.3,11.4,73,0,0,,0,0,,11.2,295,1017.4,30,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T12:00:00,17.7,17.7,10.7,63.51,0,0,,0,0,,19.1,287,1017,30,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T13:00:00,18.1,18.1,10.8,62.49,0,0,,0,0,,24.5,295,1016.5,40.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T14:00:00,18.3,18.3,11.1,62.55,0,0,,0,0,50,31.5,293,1015.9,50,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T15:00:00,18.7,18.7,11,60.84,0,0,,0,0,55.8,30.9,284,1015.7,48.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T16:00:00,17.9,17.9,11.1,64.19,0,0,,0,0,,24.9,288,1015.3,48.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T17:00:00,17.1,17.1,11,67.42,0,0,,0,0,,21.3,294,1014.9,37.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T18:00:00,16,16,11.1,72.43,0,0,,0,0,,24.4,293,1014.6,37.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T19:00:00,14.2,14.2,10.8,79.77,0,0,,0,0,,24.8,290,1014.6,46.8,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T20:00:00,13.6,13.6,10.7,82.98,0,0,,0,0,,19.6,284,1014.6,46.8,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T21:00:00,12,12,10.4,89.6,0,0,,0,0,,21,290,1014.9,46.8,15,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T22:00:00,11.4,11.4,10.1,91.39,0,0,,0,0,,18.3,294,1015.1,55.5,15,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-18T23:00:00,11.4,11.4,10,91.26,0,0,,0,0,,16.6,300,1015.3,65.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T00:00:00,11.1,11.1,9.7,90.98,0,0,,0,0,,17.1,289,1015.3,65.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T01:00:00,11,11,10,93.23,0,0,,0,0,,18.8,289,1015.3,71.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T02:00:00,11,11,10,93.23,0,0,,0,0,,15.5,295,1015.2,75.5,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T03:00:00,10.8,10.8,9.7,92.57,0,0,,0,0,,12.3,294,1015,76.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T04:00:00,11.1,11.1,9.7,91.18,0,0,,0,0,,12.7,283,1015,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T05:00:00,11.1,11.1,9.7,90.95,0,0,,0,0,,10.4,298,1015,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T06:00:00,11.3,11.3,9.7,89.52,0,0,,0,0,,9.6,270,1015,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T07:00:00,11.3,11.3,9.4,87.53,0,0,,0,0,,5.2,292,1014.8,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T08:00:00,12.1,12.1,10.1,87.37,0,0,,0,0,,8.3,262,1015,100,15,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T09:00:00,12.8,12.8,10.1,83.51,0,0,,0,0,,11.1,291,1015.2,76.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T10:00:00,13.6,13.6,10.1,79.35,0,0,,0,0,,15.5,304,1015,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T11:00:00,14.8,14.8,10.4,74.98,0,0,,0,0,,13.9,310,1014.9,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T12:00:00,16.6,16.6,10.7,68.23,0,0,,0,0,,16.3,300,1014.7,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T13:00:00,17.1,17.1,11,67.44,0,0,,0,0,,25.1,299,1014,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T14:00:00,15.9,15.9,11.1,72.85,0,0,,0,0,48.2,30.5,289,1013.6,65.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T15:00:00,17,17,10.5,65.56,0,0,,0,0,51.8,29.8,289,1013.5,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T16:00:00,16.8,16.8,10.5,66.42,0,0,,0,0,53.6,28.3,289,1013,65.9,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T17:00:00,15.8,15.8,10.7,71.68,0,0,,0,0,53.6,30.3,289,1012.6,71.7,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T18:00:00,15.9,15.9,11,72.9,0,0,,0,0,,20.4,294,1012.1,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T19:00:00,14.2,14.2,10.5,78.56,0,0,,0,0,,26.7,288,1012.6,90,14.1,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T20:00:00,12.7,12.7,10.5,86.33,0,0,,0,0,,23.8,288,1012.6,84.2,13.2,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T21:00:00,11.8,11.8,10.1,89.27,0,0,,0,0,,19.8,294,1013,89,13.7,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T22:00:00,11.2,11.2,10,92.66,0,0,,0,0,,19.4,289,1013.6,84.2,13.7,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-19T23:00:00,11.1,11.1,9.7,90.88,0,0,,0,0,,21.4,296,1013.9,88.8,15.1,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T00:00:00,11.4,11.4,9.4,87.61,0,0,,0,0,,16.3,303,1014,92,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T01:00:00,11.4,11.4,9.7,89.51,0,0,,0,0,,14.9,307,1014.3,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T02:00:00,11.4,11.4,9.7,89.57,0,0,,0,0,,10.6,284,1014.2,76.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T03:00:00,11.6,11.6,9.5,86.76,0,0,,0,0,,4.8,306,1014,76.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T04:00:00,11.6,11.6,9.7,88.17,0,0,,0,0,,5.6,252,1014,76.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T05:00:00,11.9,11.9,9.5,84.95,0,0,,0,0,,10.5,242,1014.3,76.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T06:00:00,11.9,11.9,10,87.92,0,0,,0,0,,7.8,203,1014.7,76.1,15.8,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T07:00:00,12.2,12.2,10,86.55,0,0,,0,0,,6.4,250,1015,76.1,15.8,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T08:00:00,13.2,13.2,10.7,84.36,0,0,,0,0,,0.8,270,1015,95.2,15.9,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T09:00:00,14.3,14.3,10.7,78.94,0,0,,0,0,,9.8,281,1015.7,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T10:00:00,15.7,15.7,11.2,74.16,0,0,,0,0,,12.5,288,1016.2,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T11:00:00,17.3,17.3,10.9,66.34,0,0,,0,0,,14.8,265,1016.3,52.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T12:00:00,17.1,17.1,10.1,63.34,0,0,,0,0,,30.4,278,1016.8,50,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T13:00:00,17.9,17.9,9.8,59.23,0,0,,0,0,51.8,31.1,263,1016.8,40.4,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T14:00:00,18,18,10.3,60.92,0,0,,0,0,51.8,33.9,263,1016.9,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T15:00:00,17.2,17.2,11,67.12,0,0,,0,0,63,35,266,1017.2,56.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T16:00:00,16.3,16.3,11.3,72.25,0,0,,0,0,56.5,41,270,1017.1,84.2,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T17:00:00,17.1,17.1,10.4,64.68,0,0,,0,0,63.7,36.1,256,1016.4,37.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T18:00:00,16.8,16.8,9.8,63.03,0,0,,0,0,64.8,26.3,271,1015.9,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T19:00:00,16.3,16.3,9.1,62.25,0,0,,0,0,69.9,37.5,270,1015.2,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T20:00:00,14.6,14.6,8.3,65.94,0,0,,0,0,69.7,37.6,284,1015.4,37.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T21:00:00,12.8,12.8,7.5,69.96,0,0,,0,0,70.2,32.2,283,1016.3,37.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T22:00:00,12.5,12.5,7.5,71.68,0,0,,0,0,70.2,34.8,279,1016.6,23.9,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-20T23:00:00,12,12,7.5,73.76,0,0,,0,0,68.4,37.9,277,1016.5,14.3,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T00:00:00,11.4,11.4,7.8,78.39,0,0,,0,0,61.2,31.5,280,1017.1,28.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T01:00:00,11.2,11.2,7.4,77.62,0,0,,0,0,63,38.2,284,1016.8,28.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T02:00:00,11.1,11.1,6.7,74.2,0,0,,0,0,61.2,34.1,283,1016.5,14.3,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T03:00:00,11,11,6.4,73,0,0,,0,0,63,33.1,285,1016.4,14.3,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T04:00:00,10.7,10.7,6.1,73.3,0,0,,0,0,61.2,26.8,301,1016.7,14.3,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T05:00:00,10.7,10.7,5.8,71.7,0,0,,0,0,,21.2,303,1016.7,14.3,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T06:00:00,10.3,10.3,5.7,73,0,0,,0,0,,19.5,293,1016.8,23.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T07:00:00,11.2,11.2,5.8,69.35,0,0,,0,0,,17.9,308,1017.1,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T08:00:00,12.7,12.7,5.8,62.92,0,0,,0,0,,18.3,310,1017.4,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T09:00:00,13.9,13.9,5.3,56.09,0,0,,0,0,,20,285,1017.5,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T10:00:00,15.7,15.7,5.5,50.82,0,0,,0,0,,24.8,295,1017.2,14.3,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T11:00:00,16.5,16.5,6.1,50.24,0,0,,0,0,55.4,30.5,267,1016.8,14.3,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T12:00:00,15.1,15.1,7.2,59.2,0,0,,0,0,55.4,34.6,279,1016.6,0,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T13:00:00,18.3,18.3,7.1,47.71,0,0,,0,0,61.3,38.7,275,1015.8,0,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T14:00:00,18.5,18.5,7.2,47.74,0,0,,0,0,67.8,42.3,275,1014.9,0,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T15:00:00,17.9,17.9,6.9,48.59,0,0,,0,0,74.9,48.2,284,1014.1,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T16:00:00,17.9,17.9,7.7,51.54,0,0,,0,0,60.9,48.1,284,1013,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T17:00:00,17,17,7.7,54.32,0,0,,0,0,80.1,52.2,279,1012.1,28.1,15,,,,,Partially cloudy,wind,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T18:00:00,15.9,15.9,7.7,58.24,0,0,,0,0,80.9,45.7,275,1011.4,28.1,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T19:00:00,14.7,14.7,7.3,61.2,0,0,,0,0,75.9,36.1,285,1010.9,28.1,14.6,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T20:00:00,14,14,7.2,63.45,0,0,,0,0,74.2,39.3,285,1010.5,28.1,13.1,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T21:00:00,13.3,13.3,6.8,64.72,0,0,,0,0,74.2,31.3,281,1010.5,28.1,15,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T22:00:00,12.5,12.5,6.5,67.14,0,0,,0,0,66.6,29.5,277,1010.2,0,15,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-21T23:00:00,12.3,12.3,6.5,67.94,0,0,,0,0,57.2,25.2,287,1009.6,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T00:00:00,12,12,6.5,69.32,0,0,,0,0,50,27.1,288,1009.6,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T01:00:00,12,12,5.3,63.6,0,0,,0,0,51.8,26.6,297,1008.7,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T02:00:00,11.4,11.4,5.3,65.8,0,0,,0,0,51.8,25.6,300,1008,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T03:00:00,11.4,11.4,5,64.77,0,0,,0,0,,24.4,295,1007.6,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T04:00:00,11,11,4.3,63.22,0,0,,0,0,,18.6,301,1006.7,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T05:00:00,11,11,4.3,63.08,0,0,,0,0,,22.5,307,1006.1,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T06:00:00,10.4,10.4,3.9,63.69,0,0,,0,0,,17.6,299,1005.6,14.3,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T07:00:00,11.9,11.9,3.3,55.56,0,0,,0,0,,17.5,305,1005.2,0,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T08:00:00,13.2,13.2,2.9,49.59,0,0,,0,0,,24.7,305,1004.9,14.3,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T09:00:00,15.2,15.2,2.7,42.94,0,0,,0,0,,26.5,316,1004.7,14.3,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T10:00:00,17,17,2.2,37.02,0,0,,0,0,49.3,33,313,1004.2,0,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T11:00:00,18.2,18.2,2.9,36.11,0,0,,0,0,52.7,36.8,302,1004.1,0,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T12:00:00,19.9,19.9,0.9,28.12,0,0,,0,0,51.5,32.8,323,1003.2,14.3,15.9,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T13:00:00,20.4,20.4,1.2,27.86,0,0,,0,0,54.4,40.9,318,1002.8,14.3,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T14:00:00,20.3,20.3,4.2,34.77,0,0,,0,0,61,41.8,291,1002,14.3,16,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T15:00:00,19.8,19.8,5.8,39.82,0,0,,0,0,63.3,50,286,1001.3,14.3,16,,,,,Clear,wind,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T16:00:00,19.6,19.6,5.5,39.59,0,0,,0,0,62.1,44,289,1001,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T17:00:00,18.9,18.9,6,43.05,0,0,,0,0,59.5,43.8,281,1000.6,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T18:00:00,17.6,17.6,6.3,47.47,0,0,,0,0,68.4,36.9,278,1000.1,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T19:00:00,16.3,16.3,6.6,52.69,0,0,,0,0,66.6,38.3,284,999.7,28.1,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T20:00:00,14.7,14.7,7.2,60.83,0,0,,0,0,70.2,33.8,266,999.4,28.1,13.7,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T21:00:00,12.9,12.9,7.6,70.15,0,0,,0,0,66.6,34.5,280,999.6,28.1,12.8,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T22:00:00,11.9,11.9,7.2,72.59,0,0,,0,0,64.8,28.1,271,999.7,14.3,14.1,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-22T23:00:00,11.5,11.5,7.2,74.67,0,0,,0,0,61.2,25.9,279,999.7,0,15.1,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T00:00:00,11.1,11.1,7.1,76.65,0,0,,0,0,53.6,26.5,285,999.4,14.3,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T01:00:00,10.1,10.1,6.8,79.62,0,0,,0,0,57.2,20.9,264,998.9,14.3,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T02:00:00,10.6,10.6,7.1,78.98,0,0,,0,0,50,16.3,229,998.2,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T03:00:00,9.3,7.2,6.6,83.23,0,0,,0,0,,14.2,330,997.7,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T04:00:00,9.9,8.1,7.2,82.92,0,0,,0,0,,13.2,276,997.2,0,16,,,,,Clear,clear-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T05:00:00,9.7,7.9,6.6,81.03,0,0,,0,0,,12.4,236,997.1,37.2,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T06:00:00,9.1,7.4,6.5,84.01,0,0,,0,0,,11,198,997.3,37.6,14.6,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T07:00:00,9.7,8.2,6.6,81.21,0,0,,0,0,,10.4,210,997.7,65.1,14.6,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T08:00:00,11.3,11.3,6.8,73.87,0,0,,0,0,,6.8,160,998.4,65.1,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T09:00:00,12.5,12.5,7.1,69.35,0,0,,0,0,,12.4,130,999.1,40.8,10.9,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T10:00:00,14,14,7.4,64.69,0,0,,0,0,,16.6,134,999.4,31.3,9.5,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T11:00:00,15.4,15.4,7.5,59.27,0,0,,0,0,,11.7,113,1000.1,17.6,8.1,,,,,Clear,clear-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T12:00:00,16.6,16.6,7.7,55.87,0,0,,0,0,,13.4,306,1000.4,28.1,8.6,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T13:00:00,17.6,17.6,7.5,51.49,0,0,,0,0,,12.5,234,1000.8,43.4,12.3,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T14:00:00,18.2,18.2,6.5,46.49,0,0,,0,0,,23.6,242,1001.1,52.6,15,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T15:00:00,18.4,18.4,6.1,44.59,0,0,,0,0,,24.6,246,1001.6,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T16:00:00,17.9,17.9,6.2,46.49,0,0,,0,0,48.2,28.8,236,1002.1,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T17:00:00,16.7,16.7,5.9,49.11,0,0,,0,0,,24,246,1002.4,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T18:00:00,15.9,15.9,6.2,52.58,0,0,,0,0,,27.5,255,1003,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T19:00:00,13.8,13.8,6.5,61.27,0,0,,0,0,,26,255,1003.6,95.4,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T20:00:00,13.4,13.4,6.5,63.16,0,0,,0,0,,20.8,255,1004.3,86.2,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T21:00:00,12,12,6.9,71.24,0,0,,0,0,,22.1,257,1005.2,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
