name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
san francisco california,2008-05-23T22:00:00,11.7,11.7,7.5,75.65,0,0,,0,0,,23.8,242,1006.2,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-23T23:00:00,11.6,11.6,7.5,75.82,0,0,,0,0,,19.9,242,1006.7,94.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T00:00:00,11.6,11.6,7,72.97,0,0,,0,0,,22.3,227,1007.4,87.4,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T01:00:00,11.9,11.9,7.2,73.17,0,0,,0,0,,25.1,219,1008,53.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T02:00:00,11.6,11.6,7.9,77.73,0,0,,0,0,,20.8,205,1008.5,95.4,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T03:00:00,11.8,11.8,7.9,76.85,0,0,,0,0,,24.2,205,1009,95.4,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T04:00:00,11.6,11.6,7.6,76.38,0,0,,0,0,,21.9,191,1008.9,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T05:00:00,11.6,11.6,8.2,79.35,0,0,,0,0,,23.2,205,1009.2,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T06:00:00,11.1,11.1,8.6,84.48,0,0,,0,0,,16.3,214,1010.1,100,13.1,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T07:00:00,11.1,11.1,8.9,85.86,0,0,,0,0,,19.5,195,1010.6,100,13.1,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T08:00:00,11.4,11.4,8.9,84.38,0,0,,0,0,,20.4,205,1011.4,100,11.2,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T09:00:00,11.9,11.9,8.9,81.59,0,0,,0,0,,16.9,210,1012.2,100,14.6,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T10:00:00,12.2,12.2,8.6,78.61,0,0,,0,0,,17.3,224,1012.9,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T11:00:00,13.2,13.2,8.4,72.6,0,0,,0,0,,18.6,205,1013,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T12:00:00,13.7,13.7,7.5,66.23,0.051,100,rain,0,0,,13.7,195,1013.4,100,15.5,,,,,"Rain, Overcast",rain,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T13:00:00,14.3,14.3,7.5,63.6,0,0,,0,0,,14.1,174,1013.7,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T14:00:00,14,14,7.7,65.59,0,0,,0,0,,12.1,196,1013.8,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T15:00:00,15.3,15.3,8.3,62.87,0,0,,0,0,,19,240,1013.9,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T16:00:00,15.6,15.6,7.6,58.98,0,0,,0,0,,14.2,234,1013.7,95.4,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T17:00:00,14.9,14.9,7.9,62.79,0,0,,0,0,,18.1,235,1013.9,94.8,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T18:00:00,14.2,14.2,7.5,64.12,0,0,,0,0,,17.3,222,1014,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T19:00:00,13.9,13.9,7.5,65.51,0,0,,0,0,,17.3,245,1014,95.4,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T20:00:00,13.6,13.6,7.2,65.32,0,0,,0,0,,16.1,244,1014.4,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T21:00:00,12.9,12.9,7.9,71.57,0,0,,0,0,,14.2,253,1014.6,90,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T22:00:00,12.7,12.7,7.6,70.94,0,0,,0,0,,13.9,240,1015.2,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-24T23:00:00,12.4,12.4,7.5,72.31,0,0,,0,0,,10.5,225,1015,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T00:00:00,12.6,12.6,7,68.81,0,0,,0,0,,14.7,235,1015,94.8,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T01:00:00,12.6,12.6,6.6,66.62,0,0,,0,0,,15.3,253,1014.8,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T02:00:00,12.7,12.7,6.1,64.37,0,0,,0,0,,11.1,262,1014.7,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T03:00:00,12.4,12.4,6.3,66.38,0,0,,0,0,,6.7,316,1014.1,94.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T04:00:00,11.5,11.5,7.3,75.21,0,0,,0,0,,5.7,312,1014,84.2,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T05:00:00,10.8,10.8,7.5,80.11,0,0,,0,0,,5.1,296,1014,90,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T06:00:00,10.6,10.6,7.5,81.49,0,0,,0,0,,7.3,322,1014.2,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T07:00:00,11.2,11.2,8.5,83.65,0,0,,0,0,,8.7,314,1014.4,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T08:00:00,12.6,12.6,8.6,76.66,0,0,,0,0,,7.3,276,1014.6,86.2,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T09:00:00,13.4,13.4,7.9,69.19,0,0,,0,0,,8.7,320,1014.5,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T10:00:00,15.1,15.1,7.8,61.76,0,0,,0,0,,10.2,330,1014.4,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T11:00:00,16,16,7.4,56.68,0,0,,0,0,,11.2,287,1014.4,87.4,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T12:00:00,16.6,16.6,7.2,54.03,0,0,,0,0,,15.8,281,1014,52.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T13:00:00,17.9,17.9,7,48.73,0,0,,0,0,,20.1,277,1014,50,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T14:00:00,17.4,17.4,7,50.53,0,0,,0,0,,25.7,272,1013.9,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T15:00:00,17.7,17.7,7.2,50.25,0,0,,0,0,,26.8,267,1013.8,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T16:00:00,16.7,16.7,6.7,51.87,0,0,,0,0,,26.7,265,1013.6,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T17:00:00,16.1,16.1,7.7,57.39,0,0,,0,0,,30.1,265,1013.6,65.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T18:00:00,14.4,14.4,8.3,66.44,0,0,,0,0,,27.7,261,1013.4,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T19:00:00,13.3,13.3,8.3,71.78,0,0,,0,0,,25.1,265,1013.6,65.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T20:00:00,11.8,11.8,8.2,78.91,0,0,,0,0,,24.4,265,1014.1,48.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T21:00:00,10.9,10.9,8.3,83.85,0,0,,0,0,,17.9,275,1014.5,65.9,15,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T22:00:00,10.3,10.3,8.3,87.37,0,0,,0,0,,23.6,274,1014.7,56.8,15,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-25T23:00:00,9.7,7.3,7.9,88.35,0,0,,0,0,,17.3,269,1014.8,70.7,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T00:00:00,9.9,7.9,7.5,85.04,0,0,,0,0,,14.6,259,1014.9,93.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T01:00:00,9.9,7.9,7.9,87,0,0,,0,0,,14.6,231,1014.8,93.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T02:00:00,10.6,10.6,8.1,84.63,0,0,,0,0,,16.3,263,1014.8,95.4,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T03:00:00,10.4,10.4,8.1,85.99,0,0,,0,0,,12.8,260,1014.6,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T04:00:00,11.1,11.1,8.3,82.88,0,0,,0,0,,12,250,1014.4,100,16,,,,,Overcast,cloudy,"72493023230,72495593227"
san francisco california,2008-05-26T05:00:00,11.1,11.1,8.3,82.88,0,0,,0,0,,13.1,265,1014.3,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T06:00:00,11.3,11.3,7.5,77.37,0,0,,0,0,,13.7,240,1014.5,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T07:00:00,11.3,11.3,7.5,77.37,0,0,,0,0,,18.5,242,1015,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T08:00:00,11.9,11.9,7.5,74.47,0,0,,0,0,,14.1,245,1015.1,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T09:00:00,12.2,12.2,7.9,74.78,0,0,,0,0,,16.6,244,1015.7,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T10:00:00,12.9,12.9,6.8,66.35,0,0,,0,0,,12.5,263,1016,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T11:00:00,13.7,13.7,7.2,65.15,0,0,,0,0,,13.7,269,1016.4,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T12:00:00,14.8,14.8,7,59.63,0,0,,0,0,,16.9,248,1016.7,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T13:00:00,14.8,14.8,7.6,62.34,0,0,,0,0,,16.4,247,1017,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T14:00:00,15.2,15.2,7.6,60.66,0,0,,0,0,,21.7,247,1017,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T15:00:00,15.7,15.7,7,56.24,0,0,,0,0,,19.7,257,1016.7,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T16:00:00,15.7,15.7,7.5,58.18,0,0,,0,0,,23.2,256,1016.5,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T17:00:00,15.5,15.5,7.9,60.63,0,0,,0,0,,20.7,250,1016.4,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T18:00:00,14.6,14.6,8.1,65.17,0,0,,0,0,,22.8,257,1016.3,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T19:00:00,13.7,13.7,8.1,69.19,0,0,,0,0,,24.2,270,1016.4,67.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T20:00:00,13.1,13.1,8.4,72.85,0,0,,0,0,,18.2,269,1016.7,65.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T21:00:00,12.4,12.4,8.8,78.41,0,0,,0,0,,18.6,269,1017,65.9,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T22:00:00,12.1,12.1,8.6,79.02,0,0,,0,0,,15.7,269,1017.5,65.9,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-26T23:00:00,11.9,11.9,8.6,80.45,0,0,,0,0,,15.1,269,1017.4,72.3,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T00:00:00,11.6,11.6,8.4,80.47,0,0,,0,0,,10.5,274,1017.2,71.5,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T01:00:00,11.9,11.9,7.8,76.26,0,0,,0,0,,13.1,274,1017,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T02:00:00,11.6,11.6,8.4,80.42,0,0,,0,0,,13.3,271,1016.7,72.3,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T03:00:00,11.4,11.4,8.7,83.16,0,0,,0,0,,12.2,271,1016.4,72.3,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T04:00:00,11.2,11.2,8.4,83.13,0,0,,0,0,,14.8,271,1015.8,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T05:00:00,11.1,11.1,8.4,83.3,0,0,,0,0,,11.2,264,1015.7,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T06:00:00,10.8,10.8,8.4,85.04,0,0,,0,0,,8.5,264,1015.8,84.2,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T07:00:00,11.3,11.3,8.4,82.38,0,0,,0,0,,10.1,273,1016,92,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T08:00:00,11.9,11.9,8.5,79.41,0,0,,0,0,,13.7,285,1016.2,87.4,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T09:00:00,13.4,13.4,8.4,71.74,0,0,,0,0,,6.8,290,1016.4,52.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T10:00:00,14.4,14.4,8.1,65.93,0,0,,0,0,,12.1,266,1016.4,52.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T11:00:00,16,16,7,55.38,0,0,,0,0,,16.5,268,1016.4,50,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T12:00:00,16.1,16.1,7,54.92,0,0,,0,0,,17.6,261,1016.4,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T13:00:00,16.9,16.9,6.7,51.21,0,0,,0,0,,18.8,270,1016,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T14:00:00,17.1,17.1,7,51.15,0,0,,0,0,,25.8,261,1015.8,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T15:00:00,17.5,17.5,6.4,48.39,0,0,,0,0,,26.9,261,1015.5,48.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T16:00:00,17.1,17.1,6.4,49.5,0,0,,0,0,,27.3,280,1015.5,48.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T17:00:00,16.8,16.8,6,48.82,0,0,,0,0,,20.8,266,1015.5,46.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T18:00:00,15.8,15.8,6.4,53.56,0,0,,0,0,,19.9,256,1015.6,46.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T19:00:00,14.8,14.8,6.7,58.2,0,0,,0,0,,21.8,247,1015.5,46.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T20:00:00,13.6,13.6,7.2,64.99,0,0,,0,0,,17.1,251,1016,46.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T21:00:00,13,13,7.9,71.08,0,0,,0,0,,19.6,255,1016.4,46.8,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T22:00:00,12.4,12.4,7.8,73.38,0,0,,0,0,,16.1,259,1016.8,37.2,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-27T23:00:00,12.4,12.4,7.8,73.53,0,0,,0,0,,14.9,254,1017.2,37.2,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T00:00:00,12.4,12.4,7.5,72.34,0,0,,0,0,,10.5,236,1017,30,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T01:00:00,12.1,12.1,7,71.41,0,0,,0,0,,11.1,258,1016.7,39.2,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T02:00:00,12.3,12.3,7.3,71.56,0,0,,0,0,,8.5,254,1016.7,28.1,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T03:00:00,12.1,12.1,7.5,73.89,0,0,,0,0,,6.8,240,1016.7,46.8,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T04:00:00,11.3,11.3,7.3,76.35,0,0,,0,0,,3.4,224,1016.7,37.6,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T05:00:00,11.7,11.7,7.3,74.25,0,0,,0,0,,3.4,199,1016.7,65.9,15.8,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T06:00:00,11.6,11.6,6.7,71.53,0,0,,0,0,,5,168,1016.7,88.8,15.6,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T07:00:00,12.4,12.4,6.8,68.8,0,0,,0,0,,5.4,114,1017.1,94.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T08:00:00,13,13,7.2,67.56,0,0,,0,0,,4.4,166,1017.4,94.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T09:00:00,14.1,14.1,7.6,64.74,0,0,,0,0,,7.9,243,1017.7,94.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T10:00:00,14.7,14.7,7.5,62.09,0,0,,0,0,,3.9,209,1017.7,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T11:00:00,15.4,15.4,7.5,59.27,0,0,,0,0,,12.3,259,1018,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T12:00:00,16,16,8.1,59.28,0,0,,0,0,,15.2,262,1018.4,100,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T13:00:00,16.6,16.6,7.9,56.38,0,0,,0,0,,15.2,261,1018.4,99.4,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T14:00:00,17.6,17.6,7.2,50.45,0,0,,0,0,,15.5,252,1018.4,90,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T15:00:00,18.7,18.7,6.9,46.25,0,0,,0,0,,23.4,261,1018.4,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T16:00:00,18.7,18.7,7,46.49,0,0,,0,0,,25.3,261,1018.4,67.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T17:00:00,17.7,17.7,8.2,54.03,0,0,,0,0,,22.6,254,1018.3,69.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T18:00:00,16.8,16.8,8.7,59.02,0,0,,0,0,,21.8,262,1018,67.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T19:00:00,16.4,16.4,8,57.56,0,0,,0,0,,25,265,1018,65.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T20:00:00,14.5,14.5,9,69.53,0,0,,0,0,,20.3,275,1018.5,65.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T21:00:00,13.6,13.6,9.4,75.65,0,0,,0,0,,18.5,283,1018.9,65.9,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T22:00:00,13.3,13.3,8.3,71.79,0,0,,0,0,,18.6,279,1019.2,65.9,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-28T23:00:00,13,13,8.4,73.56,0,0,,0,0,,12.2,279,1019.2,46.8,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T00:00:00,12.7,12.7,9.1,79.01,0,0,,0,0,,11.7,256,1019.2,43.4,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T01:00:00,12.2,12.2,8.9,80.17,0,0,,0,0,,10.7,242,1019.1,40.8,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T02:00:00,12.2,12.2,9.1,81.59,0,0,,0,0,,9.6,232,1018.7,43,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T03:00:00,12.1,12.1,9.1,81.79,0,0,,0,0,,12.8,232,1018.9,58.7,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T04:00:00,11.8,11.8,8.9,82.06,0,0,,0,0,,12.9,251,1018.7,71.5,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T05:00:00,12.4,12.4,8.9,79.09,0,0,,0,0,,9.2,226,1018.7,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T06:00:00,12.4,12.4,8.9,79.09,0,0,,0,0,,12.1,261,1018.8,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T07:00:00,12.4,12.4,9.1,80.21,0,0,,0,0,,12.9,280,1019.2,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T08:00:00,13,13,9.1,76.97,0,0,,0,0,,14.8,280,1019.4,95.2,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T09:00:00,13.1,13.1,8.9,75.36,0,0,,0,0,,12,265,1020,90.6,16,,,,,Overcast,cloudy,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T10:00:00,13.9,13.9,8.9,71.72,0,0,,0,0,,16.1,270,1020.1,67.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T11:00:00,15.2,15.2,8.6,65.11,0,0,,0,0,,14.7,256,1020.1,67.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T12:00:00,16.5,16.5,7.9,56.91,0,0,,0,0,,21.9,266,1020.1,60,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T13:00:00,17.1,17.1,7.9,54.86,0,0,,0,0,,25.2,267,1019.7,71.7,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T14:00:00,17.7,17.7,8.1,53.55,0,0,,0,0,,29.9,266,1019.5,50,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T15:00:00,18,18,8.6,54.23,0,0,,0,0,,31.1,271,1019.5,31.3,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T16:00:00,17.7,17.7,8.9,56.46,0,0,,0,0,,31.1,257,1019.5,28.1,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T17:00:00,16.6,16.6,8.6,59.16,0,0,,0,0,,30.2,259,1019.5,31.3,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T18:00:00,15.8,15.8,8.9,63.48,0,0,,0,0,,29.7,265,1019.5,39.6,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T19:00:00,14.5,14.5,8.9,68.95,0,0,,0,0,,28.6,274,1019.5,56.8,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T20:00:00,13.6,13.6,8.6,71.83,0,0,,0,0,,21.6,289,1019.7,65.9,16,,,,,Partially cloudy,partly-cloudy-day,"72493023230,72495593227,72494023234"
san francisco california,2008-05-29T21:00:00,13.3,13.3,8.6,73.21,0,0,,0,0,,19.3,275,1019.7,65.9,16,,,,,Partially cloudy,partly-cloudy-night,"72493023230,72495593227,72494023234"
